Date,Close
1996-01-01,2.331028938293457
1996-01-02,2.327118158340454
1996-01-03,2.334940195083618
1996-01-04,2.319295644760132
1996-01-05,2.315385103225708
1996-01-08,2.2880067825317383
1996-01-09,2.213695764541626
1996-01-10,2.221518039703369
1996-01-11,2.213695764541626
1996-01-12,2.209784984588623
1996-01-15,2.182406187057495
1996-01-16,2.143296003341675
1996-01-17,2.07680606842041
1996-01-18,2.0650734901428223
1996-01-19,1.9985839128494263
1996-01-22,1.9907619953155518
1996-01-23,1.9790279865264893
1996-01-24,1.9281837940216064
1996-01-25,1.9047162532806396
1996-01-26,1.9047162532806396
1996-01-29,1.9438282251358032
1996-01-30,1.9712058305740356
1996-01-31,2.0259616374969482
1996-02-01,2.174583673477173
1996-02-02,2.280184745788574
1996-02-05,2.3427624702453613
1996-02-06,2.327118158340454
1996-02-07,2.2410736083984375
1996-02-08,2.381873846054077
1996-02-09,2.8551201820373535
1996-02-12,2.745608329772949
1996-02-13,2.6986749172210693
1996-02-14,2.9020535945892334
1996-02-15,2.882497787475586
1996-02-16,2.784719705581665
1996-02-19,2.7495193481445312
1996-02-20,2.6321861743927
1996-02-21,2.6321861743927
1996-02-22,2.679119110107422
1996-02-23,2.67520809173584
1996-02-26,2.6478307247161865
1996-02-27,2.6556527614593506
1996-02-28,2.6008970737457275
1996-02-29,2.3975181579589844
1996-03-01,2.432718276977539
1996-03-04,2.3975181579589844
1996-03-05,2.3975181579589844
1996-03-06,2.424896478652954
1996-03-07,2.3936073780059814
1996-03-08,2.38578462600708
1996-03-11,2.3427624702453613
1996-03-12,2.3114733695983887
1996-03-13,2.4092516899108887
1996-03-14,2.4014298915863037
1996-03-15,2.3466737270355225
1996-03-18,2.334940195083618
1996-03-19,2.3114733695983887
1996-03-20,2.3114733695983887
1996-03-21,2.3505849838256836
1996-03-22,2.3427624702453613
1996-03-25,2.3662290573120117
1996-03-26,2.381873846054077
1996-03-27,2.424896478652954
1996-03-28,2.5109410285949707
1996-03-29,2.5383188724517822
1996-04-01,2.5735182762145996
1996-04-02,2.6595635414123535
1996-04-03,2.7299633026123047
1996-04-04,2.6634750366210938
1996-04-05,2.6634750366210938
1996-04-08,2.6986749172210693
1996-04-09,2.6478307247161865
1996-04-10,2.569607973098755
1996-04-11,2.6087186336517334
1996-04-12,2.6204521656036377
1996-04-15,2.679119110107422
1996-04-16,2.6400084495544434
1996-04-17,2.741696834564209
1996-04-18,2.8590309619903564
1996-04-19,3.0076534748077393
1996-04-22,2.948986530303955
1996-04-23,2.9020535945892334
1996-04-24,3.0076534748077393
1996-04-25,2.882497787475586
1996-04-26,2.894231081008911
1996-04-29,2.882497787475586
1996-04-30,2.772986888885498
1996-05-01,2.835564136505127
1996-05-02,2.788630723953247
1996-05-03,2.737786054611206
1996-05-06,2.6439192295074463
1996-05-07,2.671297550201416
1996-05-08,2.72605299949646
1996-05-09,2.6634750366210938
1996-05-10,2.6478307247161865
1996-05-13,2.67520809173584
1996-05-14,2.679119110107422
1996-05-15,2.7221410274505615
1996-05-16,2.7964532375335693
1996-05-17,2.7612526416778564
1996-05-20,2.6634750366210938
1996-05-21,2.6087186336517334
1996-05-22,2.6400084495544434
1996-05-23,2.6204521656036377
1996-05-24,2.6478307247161865
1996-05-27,2.6126296520233154
1996-05-28,2.6517417430877686
1996-05-29,2.694763660430908
1996-05-30,2.6673858165740967
1996-05-31,2.671297550201416
