,Close
2025-03-21 14:28:00,214.71
2025-03-21 14:29:00,214.66
2025-03-21 14:30:00,214.86
2025-03-21 14:31:00,214.985
2025-03-21 14:32:00,214.92
2025-03-21 14:33:00,214.94
2025-03-21 14:34:00,214.91
2025-03-21 14:35:00,214.86
2025-03-21 14:36:00,214.83
2025-03-21 14:37:00,214.9599
2025-03-21 14:38:00,214.96
2025-03-21 14:39:00,215.07
2025-03-21 14:40:00,214.98
2025-03-21 14:41:00,215.143
2025-03-21 14:42:00,215.25
2025-03-21 14:43:00,215.2294
2025-03-21 14:44:00,215.245
2025-03-21 14:45:00,215.05
2025-03-21 14:46:00,214.815
2025-03-21 14:47:00,214.73
2025-03-21 14:48:00,214.97
2025-03-21 14:49:00,215.1
2025-03-21 14:50:00,215.11
2025-03-21 14:51:00,215.07
2025-03-21 14:52:00,215.08
2025-03-21 14:53:00,215.1901
2025-03-21 14:54:00,215.205
2025-03-21 14:55:00,215.3476
2025-03-21 14:56:00,215.28
2025-03-21 14:57:00,215.3
2025-03-21 14:58:00,215.28
2025-03-21 14:59:00,215.17
2025-03-21 15:00:00,215.1469
2025-03-21 15:01:00,215.15
2025-03-21 15:02:00,215.07
2025-03-21 15:03:00,215.14
2025-03-21 15:04:00,215.155
2025-03-21 15:05:00,215.19
2025-03-21 15:06:00,215.0701
2025-03-21 15:07:00,215.08
2025-03-21 15:08:00,215.0529
2025-03-21 15:09:00,215.025
2025-03-21 15:10:00,215.075
2025-03-21 15:11:00,214.96
2025-03-21 15:12:00,214.9
2025-03-21 15:13:00,214.91
2025-03-21 15:14:00,215.0615
2025-03-21 15:15:00,215.0823
2025-03-21 15:16:00,215.04
2025-03-21 15:17:00,215.1016
2025-03-21 15:18:00,215.16
2025-03-21 15:19:00,215.27
2025-03-21 15:20:00,215.09
2025-03-21 15:21:00,214.98
2025-03-21 15:22:00,215.1
2025-03-21 15:23:00,215.18
2025-03-21 15:24:00,215.23
2025-03-21 15:25:00,215.18
2025-03-21 15:26:00,215.22
2025-03-21 15:27:00,215.24
2025-03-21 15:28:00,215.295
2025-03-21 15:29:00,215.31
2025-03-21 15:30:00,215.32
2025-03-21 15:31:00,215.2599
2025-03-21 15:32:00,215.15
2025-03-21 15:33:00,215.21
2025-03-21 15:34:00,215.11
2025-03-21 15:35:00,215.0999
2025-03-21 15:36:00,215.03
2025-03-21 15:37:00,215.21
2025-03-21 15:38:00,215.245
2025-03-21 15:39:00,215.195
2025-03-21 15:40:00,215.215
2025-03-21 15:41:00,215.23
2025-03-21 15:42:00,215.2855
2025-03-21 15:43:00,215.365
2025-03-21 15:44:00,215.37
2025-03-21 15:45:00,215.595
2025-03-21 15:46:00,215.539
2025-03-21 15:47:00,215.65
2025-03-21 15:48:00,215.7
2025-03-21 15:49:00,215.56
2025-03-21 15:50:00,216.82
2025-03-21 15:51:00,216.771
2025-03-21 15:52:00,216.99
2025-03-21 15:53:00,217.44
2025-03-21 15:54:00,217.305
2025-03-21 15:55:00,218.1351
2025-03-21 15:56:00,217.82
2025-03-21 15:57:00,217.935
2025-03-21 15:58:00,218.28
2025-03-21 15:59:00,218.36
2025-03-21 16:00:00,218.05
2025-03-21 16:01:00,218.33
2025-03-21 16:02:00,217.99
2025-03-21 16:03:00,217.85
2025-03-21 16:04:00,217.87
2025-03-21 16:05:00,217.7
2025-03-21 16:06:00,217.53
2025-03-21 16:07:00,217.4
2025-03-21 16:08:00,217.5
2025-03-21 16:09:00,217.36
2025-03-21 16:10:00,217.43
2025-03-21 16:11:00,217.57
2025-03-21 16:12:00,217.541
2025-03-21 16:13:00,217.62
2025-03-21 16:14:00,217.547
2025-03-21 16:15:00,217.58
2025-03-21 16:16:00,217.64
2025-03-21 16:17:00,217.61
2025-03-21 16:18:00,217.54
2025-03-21 16:19:00,217.58
2025-03-21 16:20:00,217.5798
2025-03-21 16:21:00,217.61
2025-03-21 16:22:00,217.62
2025-03-21 16:23:00,217.63
2025-03-21 16:24:00,217.63
2025-03-21 16:25:00,217.51
2025-03-21 16:26:00,217.51
2025-03-21 16:27:00,217.55
2025-03-21 16:28:00,217.52
2025-03-21 16:29:00,217.56
2025-03-21 16:30:00,217.4727
2025-03-21 16:31:00,217.5
2025-03-21 16:32:00,217.52
2025-03-21 16:33:00,217.5799
2025-03-21 16:34:00,217.5
2025-03-21 16:35:00,217.63
2025-03-21 16:36:00,217.64
2025-03-21 16:37:00,217.6
2025-03-21 16:38:00,217.63
2025-03-21 16:39:00,217.55
2025-03-21 16:40:00,217.55
2025-03-21 16:41:00,217.6
2025-03-21 16:42:00,217.59
2025-03-21 16:43:00,217.59
2025-03-21 16:44:00,217.53
2025-03-21 16:45:00,217.51
2025-03-21 16:46:00,217.551
2025-03-21 16:47:00,217.58
2025-03-21 16:48:00,217.57
2025-03-21 16:49:00,217.58
2025-03-21 16:50:00,217.5801
2025-03-21 16:51:00,217.6
2025-03-21 16:52:00,217.54
2025-03-21 16:53:00,217.5987
2025-03-21 16:54:00,217.58
2025-03-21 16:55:00,217.61
2025-03-21 16:56:00,217.63
2025-03-21 16:57:00,217.7492
2025-03-21 16:58:00,217.82
2025-03-21 16:59:00,217.7427
2025-03-21 17:00:00,217.61
2025-03-21 17:01:00,217.54
2025-03-21 17:02:00,217.61
2025-03-21 17:03:00,217.68
2025-03-21 17:04:00,217.68
2025-03-21 17:05:00,217.66
2025-03-21 17:06:00,217.65
2025-03-21 17:07:00,217.61
2025-03-21 17:08:00,217.6232
2025-03-21 17:09:00,217.62
2025-03-21 17:10:00,217.61
2025-03-21 17:11:00,217.6
2025-03-21 17:12:00,217.7
2025-03-21 17:13:00,217.7
2025-03-21 17:14:00,217.5293
2025-03-21 17:15:00,217.57
2025-03-21 17:16:00,217.6
2025-03-21 17:17:00,217.64
2025-03-21 17:18:00,217.649
2025-03-21 17:19:00,217.695
2025-03-21 17:20:00,217.54
2025-03-21 17:21:00,217.5103
2025-03-21 17:22:00,217.54
2025-03-21 17:23:00,217.66
2025-03-21 17:24:00,217.53
2025-03-21 17:25:00,217.6
2025-03-21 17:26:00,217.58
2025-03-21 17:27:00,217.54
2025-03-21 17:28:00,217.53
2025-03-21 17:29:00,217.56
2025-03-21 17:30:00,217.4792
2025-03-21 17:31:00,217.41
2025-03-21 17:32:00,217.41
2025-03-21 17:33:00,217.57
2025-03-21 17:34:00,217.5
2025-03-21 17:35:00,217.52
2025-03-21 17:36:00,217.5963
2025-03-21 17:37:00,217.45
2025-03-21 17:38:00,217.6
2025-03-21 17:39:00,217.59
2025-03-21 17:40:00,217.6
2025-03-21 17:41:00,217.5999
2025-03-21 17:42:00,217.6
2025-03-21 17:43:00,217.56
2025-03-21 17:44:00,217.55
2025-03-21 17:45:00,217.56
2025-03-21 17:46:00,217.54
2025-03-21 17:47:00,217.55
2025-03-21 17:48:00,217.51
2025-03-21 17:49:00,217.54
2025-03-21 17:50:00,217.55
2025-03-21 17:51:00,217.5403
2025-03-21 17:52:00,217.55
2025-03-21 17:53:00,217.55
2025-03-21 17:54:00,217.56
2025-03-21 17:55:00,217.56
2025-03-21 17:56:00,217.56
2025-03-21 17:57:00,217.6
2025-03-21 17:58:00,217.59
2025-03-21 17:59:00,217.6
2025-03-21 18:00:00,217.6
2025-03-21 18:01:00,217.6
2025-03-21 18:02:00,217.6
2025-03-21 18:03:00,217.59
2025-03-21 18:04:00,217.61
2025-03-21 18:05:00,217.6
2025-03-21 18:06:00,217.6485
2025-03-21 18:07:00,217.6
2025-03-21 18:08:00,217.64
2025-03-21 18:09:00,217.6
2025-03-21 18:10:00,217.5205
2025-03-21 18:11:00,217.59
2025-03-21 18:12:00,217.58
2025-03-21 18:13:00,217.54
2025-03-21 18:14:00,217.58
2025-03-21 18:15:00,217.58
2025-03-21 18:16:00,217.59
2025-03-21 18:17:00,217.58
2025-03-21 18:18:00,217.57
2025-03-21 18:19:00,217.5487
2025-03-21 18:20:00,217.55
2025-03-21 18:21:00,217.55
2025-03-21 18:22:00,217.5202
2025-03-21 18:23:00,217.53
2025-03-21 18:24:00,217.6
2025-03-21 18:25:00,217.65
2025-03-21 18:26:00,217.6
2025-03-21 18:27:00,217.7
2025-03-21 18:28:00,217.71
2025-03-21 18:29:00,217.72
2025-03-21 18:30:00,217.62
2025-03-21 18:31:00,217.73
2025-03-21 18:32:00,217.65
2025-03-21 18:33:00,217.75
2025-03-21 18:34:00,217.72
2025-03-21 18:35:00,217.75
2025-03-21 18:36:00,217.74
2025-03-21 18:37:00,217.7492
2025-03-21 18:38:00,217.7
2025-03-21 18:39:00,217.7
2025-03-21 18:40:00,217.72
2025-03-21 18:41:00,217.72
2025-03-21 18:42:00,217.74
2025-03-21 18:43:00,217.7
2025-03-21 18:44:00,217.7009
2025-03-21 18:45:00,217.72
2025-03-21 18:46:00,217.71
2025-03-21 18:47:00,217.62
2025-03-21 18:48:00,217.74
2025-03-21 18:49:00,217.75
2025-03-21 18:50:00,217.7009
2025-03-21 18:51:00,217.75
2025-03-21 18:52:00,217.77
2025-03-21 18:53:00,217.7
2025-03-21 18:54:00,217.78
2025-03-21 18:55:00,217.75
2025-03-21 18:56:00,217.7
2025-03-21 18:57:00,217.624
2025-03-21 18:58:00,217.72
2025-03-21 18:59:00,217.72
2025-03-21 19:00:00,217.7
2025-03-21 19:01:00,217.74
2025-03-21 19:02:00,217.72
2025-03-21 19:03:00,217.7
2025-03-21 19:04:00,217.75
2025-03-21 19:05:00,217.74
2025-03-21 19:06:00,217.73
2025-03-21 19:07:00,217.75
2025-03-21 19:08:00,217.7501
2025-03-21 19:09:00,217.71
2025-03-21 19:10:00,217.78
2025-03-21 19:11:00,217.78
2025-03-21 19:12:00,217.72
2025-03-21 19:13:00,217.71
2025-03-21 19:14:00,217.71
2025-03-21 19:15:00,217.708
2025-03-21 19:16:00,217.702
2025-03-21 19:17:00,217.78
2025-03-21 19:18:00,217.73
2025-03-21 19:19:00,217.778
2025-03-21 19:20:00,217.7799
2025-03-21 19:21:00,217.7005
2025-03-21 19:22:00,217.71
2025-03-21 19:23:00,217.72
2025-03-21 19:24:00,217.7
2025-03-21 19:25:00,217.75
2025-03-21 19:26:00,217.72
2025-03-21 19:27:00,217.72
2025-03-21 19:28:00,217.701
2025-03-21 19:29:00,217.7001
2025-03-21 19:30:00,217.65
2025-03-21 19:31:00,217.6203
2025-03-21 19:32:00,217.69
2025-03-21 19:33:00,217.66
2025-03-21 19:34:00,217.6597
2025-03-21 19:35:00,217.621
2025-03-21 19:36:00,217.64
2025-03-21 19:37:00,217.65
2025-03-21 19:38:00,217.64
2025-03-21 19:39:00,217.64
2025-03-21 19:40:00,217.6272
2025-03-21 19:41:00,217.6001
2025-03-21 19:42:00,217.64
2025-03-21 19:43:00,217.64
2025-03-21 19:44:00,217.64
2025-03-21 19:45:00,217.63
2025-03-21 19:46:00,217.68
2025-03-21 19:47:00,217.7
2025-03-21 19:48:00,217.74
2025-03-21 19:49:00,217.78
2025-03-21 19:50:00,217.7575
2025-03-21 19:51:00,217.76
2025-03-21 19:52:00,217.73
2025-03-21 19:53:00,217.71
2025-03-21 19:54:00,217.7019
2025-03-21 19:55:00,217.76
2025-03-21 19:56:00,217.78
2025-03-21 19:57:00,217.8
2025-03-21 19:58:00,217.8788
2025-03-21 19:59:00,217.8
2025-03-24 04:00:00,219.5
2025-03-24 04:01:00,219.79
2025-03-24 04:02:00,219.8
2025-03-24 04:03:00,219.79
2025-03-24 04:04:00,219.88
2025-03-24 04:05:00,220.04
2025-03-24 04:06:00,220.13
2025-03-24 04:07:00,220.12
2025-03-24 04:08:00,219.91
2025-03-24 04:09:00,220.19
2025-03-24 04:10:00,220.16
2025-03-24 04:11:00,220.2
2025-03-24 04:12:00,220.26
2025-03-24 04:13:00,220.35
2025-03-24 04:14:00,220.42
2025-03-24 04:15:00,220.45
2025-03-24 04:16:00,220.36
2025-03-24 04:17:00,220.2
2025-03-24 04:18:00,220.21
2025-03-24 04:19:00,220.29
2025-03-24 04:20:00,220.14
2025-03-24 04:21:00,220.27
2025-03-24 04:22:00,220.22
2025-03-24 04:23:00,220.27
2025-03-24 04:24:00,220.26
2025-03-24 04:25:00,220.26
2025-03-24 04:26:00,220.23
2025-03-24 04:27:00,220.16
2025-03-24 04:28:00,220.13
2025-03-24 04:29:00,220.17
2025-03-24 04:30:00,220.36
2025-03-24 04:31:00,220.34
2025-03-24 04:32:00,220.4
2025-03-24 04:33:00,220.42
2025-03-24 04:34:00,220.25
2025-03-24 04:35:00,220.25
2025-03-24 04:36:00,220.26
2025-03-24 04:37:00,220.12
2025-03-24 04:38:00,220.16
2025-03-24 04:39:00,220.26
2025-03-24 04:40:00,220.25
2025-03-24 04:41:00,220.36
2025-03-24 04:42:00,220.36
2025-03-24 04:43:00,220.35
2025-03-24 04:44:00,220.35
2025-03-24 04:45:00,220.35
2025-03-24 04:46:00,220.35
2025-03-24 04:47:00,220.38
2025-03-24 04:48:00,220.46
2025-03-24 04:49:00,220.43
2025-03-24 04:50:00,220.45
2025-03-24 04:51:00,220.48
2025-03-24 04:52:00,220.45
2025-03-24 04:53:00,220.46
2025-03-24 04:54:00,220.43
2025-03-24 04:55:00,220.48
2025-03-24 04:56:00,220.4
2025-03-24 04:57:00,220.45
2025-03-24 04:58:00,220.43
2025-03-24 04:59:00,220.45
2025-03-24 05:00:00,220.41
2025-03-24 05:01:00,220.39
2025-03-24 05:02:00,220.42
2025-03-24 05:03:00,220.41
2025-03-24 05:04:00,220.4
2025-03-24 05:05:00,220.45
2025-03-24 05:06:00,220.44
2025-03-24 05:07:00,220.41
2025-03-24 05:08:00,220.45
2025-03-24 05:09:00,220.53
2025-03-24 05:10:00,220.54
2025-03-24 05:11:00,220.52
2025-03-24 05:12:00,220.54
2025-03-24 05:13:00,220.5
2025-03-24 05:14:00,220.55
2025-03-24 05:15:00,220.52
2025-03-24 05:16:00,220.5
2025-03-24 05:17:00,220.52
2025-03-24 05:18:00,220.52
2025-03-24 05:19:00,220.58
2025-03-24 05:20:00,220.62
2025-03-24 05:21:00,220.62
2025-03-24 05:22:00,220.71
2025-03-24 05:23:00,220.72
2025-03-24 05:24:00,220.75
2025-03-24 05:25:00,220.72
2025-03-24 05:26:00,220.78
2025-03-24 05:27:00,220.72
2025-03-24 05:28:00,220.76
2025-03-24 05:29:00,220.59
2025-03-24 05:30:00,220.61
2025-03-24 05:31:00,220.68
2025-03-24 05:32:00,220.68
2025-03-24 05:33:00,220.68
2025-03-24 05:34:00,220.62
2025-03-24 05:35:00,220.52
2025-03-24 05:36:00,220.56
2025-03-24 05:37:00,220.62
2025-03-24 05:38:00,220.55
2025-03-24 05:39:00,220.63
2025-03-24 05:40:00,220.73
2025-03-24 05:41:00,220.71
2025-03-24 05:42:00,220.74
2025-03-24 05:43:00,220.64
2025-03-24 05:44:00,220.64
2025-03-24 05:45:00,220.67
2025-03-24 05:46:00,220.68
2025-03-24 05:47:00,220.66
2025-03-24 05:48:00,220.59
2025-03-24 05:49:00,220.57
2025-03-24 05:50:00,220.58
2025-03-24 05:51:00,220.54
2025-03-24 05:52:00,220.54
2025-03-24 05:53:00,220.5
2025-03-24 05:54:00,220.55
2025-03-24 05:55:00,220.56
2025-03-24 05:56:00,220.53
2025-03-24 05:57:00,220.54
2025-03-24 05:58:00,220.56
2025-03-24 05:59:00,220.56
2025-03-24 06:00:00,220.58
2025-03-24 06:01:00,220.56
2025-03-24 06:02:00,220.56
2025-03-24 06:03:00,220.57
2025-03-24 06:04:00,220.56
2025-03-24 06:05:00,220.54
2025-03-24 06:06:00,220.56
2025-03-24 06:07:00,220.59
2025-03-24 06:08:00,220.61
2025-03-24 06:09:00,220.6
2025-03-24 06:10:00,220.52
2025-03-24 06:11:00,220.52
2025-03-24 06:12:00,220.52
2025-03-24 06:13:00,220.5
2025-03-24 06:14:00,220.51
2025-03-24 06:15:00,220.47
2025-03-24 06:16:00,220.4
2025-03-24 06:17:00,220.39
2025-03-24 06:18:00,220.39
2025-03-24 06:19:00,220.37
2025-03-24 06:20:00,220.35
2025-03-24 06:21:00,220.36
2025-03-24 06:22:00,220.35
2025-03-24 06:23:00,220.4
2025-03-24 06:24:00,220.34
2025-03-24 06:25:00,220.37
2025-03-24 06:26:00,220.38
2025-03-24 06:27:00,220.36
2025-03-24 06:28:00,220.35
2025-03-24 06:29:00,220.36
2025-03-24 06:30:00,220.38
2025-03-24 06:31:00,220.33
2025-03-24 06:32:00,220.33
2025-03-24 06:33:00,220.34
2025-03-24 06:34:00,220.35
2025-03-24 06:35:00,220.38
2025-03-24 06:36:00,220.35
2025-03-24 06:37:00,220.45
2025-03-24 06:38:00,220.44
2025-03-24 06:39:00,220.43
2025-03-24 06:40:00,220.47
2025-03-24 06:41:00,220.46
2025-03-24 06:42:00,220.41
2025-03-24 06:43:00,220.4
2025-03-24 06:44:00,220.37
2025-03-24 06:45:00,220.38
2025-03-24 06:46:00,220.35
2025-03-24 06:47:00,220.39
2025-03-24 06:48:00,220.35
2025-03-24 06:49:00,220.3
2025-03-24 06:50:00,220.31
2025-03-24 06:51:00,220.22
2025-03-24 06:52:00,220.1
2025-03-24 06:53:00,220.09
2025-03-24 06:54:00,220.09
2025-03-24 06:55:00,220.1
2025-03-24 06:56:00,219.92
2025-03-24 06:57:00,220.03
2025-03-24 06:58:00,220.15
2025-03-24 06:59:00,220.16
2025-03-24 07:00:00,219.9
2025-03-24 07:01:00,220.0
2025-03-24 07:02:00,219.96
2025-03-24 07:03:00,219.87
2025-03-24 07:04:00,219.89
2025-03-24 07:05:00,219.88
2025-03-24 07:06:00,219.89
2025-03-24 07:07:00,219.75
2025-03-24 07:08:00,219.85
2025-03-24 07:09:00,219.88
2025-03-24 07:10:00,219.92
2025-03-24 07:11:00,219.92
2025-03-24 07:12:00,220.11
2025-03-24 07:13:00,220.09
2025-03-24 07:14:00,220.27
2025-03-24 07:15:00,220.23
2025-03-24 07:16:00,220.2
2025-03-24 07:17:00,220.28
2025-03-24 07:18:00,220.26
2025-03-24 07:19:00,220.22
2025-03-24 07:20:00,220.27
2025-03-24 07:21:00,220.25
2025-03-24 07:22:00,220.25
2025-03-24 07:23:00,220.09
2025-03-24 07:24:00,220.18
2025-03-24 07:25:00,220.09
2025-03-24 07:26:00,220.16
2025-03-24 07:27:00,220.15
2025-03-24 07:28:00,220.15
2025-03-24 07:29:00,220.18
2025-03-24 07:30:00,220.15
2025-03-24 07:31:00,220.07
2025-03-24 07:32:00,220.1
2025-03-24 07:33:00,220.16
2025-03-24 07:34:00,220.17
2025-03-24 07:35:00,220.18
2025-03-24 07:36:00,220.06
2025-03-24 07:37:00,220.11
2025-03-24 07:38:00,220.14
2025-03-24 07:39:00,220.12
2025-03-24 07:40:00,220.2
2025-03-24 07:41:00,220.2
2025-03-24 07:42:00,220.24
2025-03-24 07:43:00,220.3
2025-03-24 07:44:00,220.13
2025-03-24 07:45:00,220.2
2025-03-24 07:46:00,220.2
2025-03-24 07:47:00,220.2
2025-03-24 07:48:00,220.18
2025-03-24 07:49:00,220.13
2025-03-24 07:50:00,220.1
2025-03-24 07:51:00,220.07
2025-03-24 07:52:00,220.12
2025-03-24 07:53:00,220.18
2025-03-24 07:54:00,220.2
2025-03-24 07:55:00,220.2
2025-03-24 07:56:00,220.2
2025-03-24 07:57:00,220.22
2025-03-24 07:58:00,220.29
2025-03-24 07:59:00,220.19
2025-03-24 08:00:00,220.1599
2025-03-24 08:01:00,219.79
2025-03-24 08:02:00,220.18
2025-03-24 08:03:00,220.2
2025-03-24 08:04:00,220.24
2025-03-24 08:05:00,220.02
2025-03-24 08:06:00,220.1
2025-03-24 08:07:00,220.2
2025-03-24 08:08:00,220.16
2025-03-24 08:09:00,220.1
2025-03-24 08:10:00,220.18
2025-03-24 08:11:00,220.1
2025-03-24 08:12:00,220.1257
2025-03-24 08:13:00,220.02
2025-03-24 08:14:00,220.15
2025-03-24 08:15:00,219.88
2025-03-24 08:16:00,220.0
2025-03-24 08:17:00,220.01
2025-03-24 08:18:00,220.02
2025-03-24 08:19:00,220.09
2025-03-24 08:20:00,220.08
2025-03-24 08:21:00,220.115
2025-03-24 08:22:00,220.18
2025-03-24 08:23:00,220.17
2025-03-24 08:24:00,220.17
2025-03-24 08:25:00,220.2548
2025-03-24 08:26:00,220.29
2025-03-24 08:27:00,220.24
2025-03-24 08:28:00,220.29
2025-03-24 08:29:00,220.33
2025-03-24 08:30:00,220.45
2025-03-24 08:31:00,220.265
2025-03-24 08:32:00,220.42
2025-03-24 08:33:00,220.39
2025-03-24 08:34:00,220.38
2025-03-24 08:35:00,220.31
2025-03-24 08:36:00,220.39
2025-03-24 08:37:00,220.39
2025-03-24 08:38:00,220.51
2025-03-24 08:39:00,220.49
2025-03-24 08:40:00,220.45
2025-03-24 08:41:00,220.42
2025-03-24 08:42:00,220.36
2025-03-24 08:43:00,220.4
2025-03-24 08:44:00,220.48
2025-03-24 08:45:00,220.4728
2025-03-24 08:46:00,220.41
2025-03-24 08:47:00,220.35
2025-03-24 08:48:00,220.47
2025-03-24 08:49:00,220.48
2025-03-24 08:50:00,220.5
2025-03-24 08:51:00,220.39
2025-03-24 08:52:00,220.54
2025-03-24 08:53:00,220.5
2025-03-24 08:54:00,220.5
2025-03-24 08:55:00,220.48
2025-03-24 08:56:00,220.44
2025-03-24 08:57:00,220.5
2025-03-24 08:58:00,220.45
2025-03-24 08:59:00,220.5
2025-03-24 09:00:00,220.52
2025-03-24 09:01:00,220.46
2025-03-24 09:02:00,220.63
2025-03-24 09:03:00,220.6
2025-03-24 09:04:00,220.62
2025-03-24 09:05:00,220.66
2025-03-24 09:06:00,220.6
2025-03-24 09:07:00,220.64
2025-03-24 09:08:00,220.59
2025-03-24 09:09:00,220.57
2025-03-24 09:10:00,220.53
2025-03-24 09:11:00,220.5
2025-03-24 09:12:00,220.45
2025-03-24 09:13:00,220.44
2025-03-24 09:14:00,220.5
2025-03-24 09:15:00,220.52
2025-03-24 09:16:00,220.45
2025-03-24 09:17:00,220.51
2025-03-24 09:18:00,220.55
2025-03-24 09:19:00,220.53
2025-03-24 09:20:00,220.5198
2025-03-24 09:21:00,220.51
2025-03-24 09:22:00,220.46
2025-03-24 09:23:00,220.33
2025-03-24 09:24:00,220.35
2025-03-24 09:25:00,220.15
2025-03-24 09:26:00,220.09
2025-03-24 09:27:00,220.56
2025-03-24 09:28:00,221.2
2025-03-24 09:29:00,221.0533
2025-03-24 09:30:00,219.6803
2025-03-24 09:31:00,219.29
2025-03-24 09:32:00,219.275
2025-03-24 09:33:00,219.5
2025-03-24 09:34:00,218.81
2025-03-24 09:35:00,218.85
2025-03-24 09:36:00,219.365
2025-03-24 09:37:00,220.18
2025-03-24 09:38:00,220.54
2025-03-24 09:39:00,220.41
2025-03-24 09:40:00,220.19
2025-03-24 09:41:00,220.03
2025-03-24 09:42:00,219.7026
2025-03-24 09:43:00,219.8
2025-03-24 09:44:00,219.45
2025-03-24 09:45:00,219.5679
2025-03-24 09:46:00,219.72
2025-03-24 09:47:00,219.865
2025-03-24 09:48:00,219.97
2025-03-24 09:49:00,220.115
2025-03-24 09:50:00,220.21
2025-03-24 09:51:00,220.12
2025-03-24 09:52:00,220.1
